month,payer_id,location_id,claims,charge_amount,allowed_amount,net_allowed_after_denial,paid_amount_total
2022-10-31,PY016,LC0035,9,7005.97,6834.15,6057.37,5710.55
2022-10-31,PY016,LC0036,5,4297.3,4545.12,4545.12,4271.42
2022-10-31,PY016,LC0037,5,1528.68,1490.62,1490.62,1395.01
2022-10-31,PY016,LC0038,7,3298.3,3255.54,3255.54,3001.06
2022-10-31,PY016,LC0039,3,4403.45,4195.18,4195.18,3945.59
2022-10-31,PY016,LC0041,11,5818.31,5686.2,5266.93,5000.2
2022-10-31,PY016,LC0042,8,6396.62,6447.57,6326.66,6065.64
2022-10-31,PY016,LC0043,5,1696.88,1692.6399999999999,1550.61,1497.58
2022-10-31,PY016,LC0044,1,2682.39,2747.29,2747.29,2652.84
2022-10-31,PY016,LC0046,8,3185.95,3287.38,3287.38,3080.62
2022-10-31,PY016,LC0047,8,5234.25,5279.66,5279.66,5064.98
2022-10-31,PY016,LC0048,5,12571.96,13097.56,10758.64,9838.62
2022-10-31,PY016,LC0049,17,12230.619999999999,12350.49,12241.84,11569.98
2022-10-31,PY016,LC0051,1,329.27,347.99,347.99,328.26
2022-10-31,PY016,LC0052,13,12702.56,13123.21,13123.21,12686.919999999998
2022-10-31,PY016,LC0053,1,939.43,939.7,939.7,893.58
2022-11-30,PY001,LC0001,8,9200.79,9644.56,9644.56,9349.27
2022-11-30,PY001,LC0003,8,4932.25,5466.71,5466.71,5227.49
2022-11-30,PY001,LC0004,2,933.06,996.26,996.26,978.99
2022-11-30,PY001,LC0005,12,9226.91,9090.73,9090.73,8669.2
2022-11-30,PY001,LC0006,2,824.32,776.77,776.77,721.79
2022-11-30,PY001,LC0007,1,590.14,541.84,541.84,528.75
2022-11-30,PY001,LC0008,4,9959.970000000001,9400.41,9400.41,8746.29
2022-11-30,PY001,LC0009,9,3516.79,3452.23,3452.23,3224.21
2022-11-30,PY001,LC0010,2,692.25,669.65,669.65,624.1800000000001
2022-11-30,PY001,LC0011,5,2627.35,2639.4,2639.4,2469.5099999999998
2022-11-30,PY001,LC0013,4,2668.0200000000004,2625.44,2625.44,2510.2799999999997
2022-11-30,PY001,LC0014,1,102.56,101.95,101.95,100.75
2022-11-30,PY001,LC0015,17,10509.09,10981.14,10243.48,9744.9
2022-11-30,PY001,LC0016,3,2411.36,2359.02,2359.02,2210.64
2022-11-30,PY001,LC0017,3,992.6600000000001,954.3199999999999,615.11,571.4300000000001
2022-11-30,PY001,LC0018,11,14349.880000000001,14519.46,14449.449999999999,13732.800000000001
2022-11-30,PY001,LC0019,16,15173.56,14895.72,14895.72,14161.89
2022-11-30,PY001,LC0020,2,736.74,779.34,779.34,746.1
2022-11-30,PY001,LC0021,4,3625.58,3272.1499999999996,1851.1,1738.48
2022-11-30,PY001,LC0022,3,1446.38,1423.97,1222.2,1157.91
2022-11-30,PY001,LC0023,2,1136.0700000000002,1104.22,1104.22,1067.54
2022-11-30,PY001,LC0025,7,8906.07,9132.99,7876.23,7416.95
2022-11-30,PY001,LC0026,8,4814.95,4703.62,4703.62,4458.32
2022-11-30,PY001,LC0027,5,2917.15,3008.54,3008.54,2820.77
2022-11-30,PY001,LC0028,17,16526.45,16244.84,15700.55,14656.39
2022-11-30,PY001,LC0029,4,2005.67,2081.99,2081.99,1964.26
2022-11-30,PY001,LC0030,2,1369.2,1374.47,1374.47,1273.37
2022-11-30,PY001,LC0031,6,5787.9400000000005,6214.209999999999,6214.209999999999,6058.660000000001
2022-11-30,PY001,LC0032,5,2314.5299999999997,2433.86,1976.97,1925.85
2022-11-30,PY001,LC0033,5,2184.72,2182.86,2182.86,2049.99
2022-11-30,PY001,LC0035,7,2612.49,2567.3999999999996,2567.3999999999996,2413.84
2022-11-30,PY001,LC0036,5,6040.1,6339.48,6064.349999999999,5953.4400000000005
2022-11-30,PY001,LC0037,9,5738.72,5970.1,5970.1,5620.09
2022-11-30,PY001,LC0038,6,2706.73,2927.03,2217.24,2109.38
2022-11-30,PY001,LC0039,5,4738.34,4988.35,4988.35,4910.38
2022-11-30,PY001,LC0040,2,2810.91,2792.02,2792.02,2585.87
2022-11-30,PY001,LC0041,9,7118.2,6737.87,5103.42,4878.3
2022-11-30,PY001,LC0042,11,4541.49,4563.87,3572.55,3353.1
2022-11-30,PY001,LC0043,6,3125.58,3035.82,3035.82,2915.35
2022-11-30,PY001,LC0045,1,1647.72,1810.22,1810.22,1677.21
2022-11-30,PY001,LC0046,9,7026.85,7045.0,6234.87,5814.44
2022-11-30,PY001,LC0047,15,9536.0,9409.24,9409.24,9037.93
2022-11-30,PY001,LC0048,4,2351.1,2214.3,1947.24,1872.87
2022-11-30,PY001,LC0049,13,6637.62,6876.08,6876.08,6517.42
2022-11-30,PY001,LC0050,1,882.77,965.08,965.08,934.31
2022-11-30,PY001,LC0051,1,1342.14,1381.73,1381.73,1266.97
2022-11-30,PY001,LC0052,13,16220.6,16776.36,16776.36,15789.34
2022-11-30,PY001,LC0053,1,241.04,226.8,226.8,210.81
2022-11-30,PY002,LC0001,15,11332.15,11582.24,11582.24,10916.57
2022-11-30,PY002,LC0003,4,3577.95,3390.83,3390.83,3200.42
2022-11-30,PY002,LC0004,1,803.08,814.88,517.91,495.8
2022-11-30,PY002,LC0005,9,10131.33,10312.49,10312.49,9566.79
2022-11-30,PY002,LC0006,9,7746.05,7846.139999999999,7846.139999999999,7384.14
2022-11-30,PY002,LC0007,3,2422.15,2485.33,2425.96,2301.66
2022-11-30,PY002,LC0008,1,3381.65,3721.75,3721.75,3376.72
2022-11-30,PY002,LC0009,12,10062.07,10162.38,10162.38,9681.36
2022-11-30,PY002,LC0010,1,65.27,68.84,68.84,67.38
2022-11-30,PY002,LC0011,2,2690.3500000000004,2803.0,2803.0,2722.37
2022-11-30,PY002,LC0012,1,304.3,272.52,272.52,249.49
2022-11-30,PY002,LC0013,5,2711.63,2804.62,2281.94,2143.56
2022-11-30,PY002,LC0015,15,8788.57,8629.61,8141.63,7819.47
2022-11-30,PY002,LC0016,6,3603.14,3656.25,2270.24,2199.36
2022-11-30,PY002,LC0017,4,3264.25,3350.38,2891.01,2680.51
2022-11-30,PY002,LC0018,8,6328.15,6590.23,5326.67,4987.29
2022-11-30,PY002,LC0019,13,7878.41,7947.98,7947.98,7585.53
2022-11-30,PY002,LC0020,2,984.72,921.9100000000001,921.9100000000001,898.38
2022-11-30,PY002,LC0021,6,4166.61,4466.82,3999.47,3900.2799999999997
2022-11-30,PY002,LC0022,3,699.06,686.46,686.46,664.02
2022-11-30,PY002,LC0023,1,1032.81,1151.51,1151.51,1088.74
2022-11-30,PY002,LC0025,9,13902.63,14304.11,14304.11,13376.0
2022-11-30,PY002,LC0026,7,4802.94,4979.13,4979.13,4640.05
2022-11-30,PY002,LC0027,3,815.1,745.3,745.3,689.08
2022-11-30,PY002,LC0028,12,12022.5,12480.49,12373.509999999998,11837.77
2022-11-30,PY002,LC0029,5,3963.3799999999997,4094.1800000000003,4094.1800000000003,3904.42
2022-11-30,PY002,LC0030,2,2250.5,2218.12,2218.12,2082.29
2022-11-30,PY002,LC0031,6,3218.48,3043.62,2884.3900000000003,2779.3
2022-11-30,PY002,LC0033,5,2744.3199999999997,2504.34,2504.34,2418.94
2022-11-30,PY002,LC0034,3,3001.87,2854.0699999999997,2854.0699999999997,2724.81
2022-11-30,PY002,LC0035,11,7421.02,6770.77,6770.77,6396.91
2022-11-30,PY002,LC0036,5,2941.94,3062.22,2802.2,2656.91
2022-11-30,PY002,LC0037,3,2815.93,2503.87,2503.87,2467.0499999999997
2022-11-30,PY002,LC0038,1,220.25,217.79,217.79,206.44
2022-11-30,PY002,LC0039,3,2453.96,2306.48,2306.48,2257.8500000000004
2022-11-30,PY002,LC0040,1,711.4,663.28,663.28,646.13
2022-11-30,PY002,LC0041,9,4851.27,4611.75,4293.26,4133.37
2022-11-30,PY002,LC0042,18,11584.73,11142.26,10822.9,10298.83
2022-11-30,PY002,LC0043,8,6361.76,6000.48,5451.09,5090.48
2022-11-30,PY002,LC0045,2,1499.1100000000001,1595.6799999999998,1595.6799999999998,1530.72
2022-11-30,PY002,LC0046,8,2282.12,2204.73,2204.73,2044.03
2022-11-30,PY002,LC0047,11,11072.39,10864.41,10864.41,10290.63
2022-11-30,PY002,LC0048,1,2614.68,2329.53,2329.53,2116.5
2022-11-30,PY002,LC0049,15,10579.72,10199.07,10077.6,9647.76
2022-11-30,PY002,LC0051,1,1111.89,1230.76,1230.76,1206.99
2022-11-30,PY002,LC0052,9,11143.34,10521.31,10521.31,9818.78
2022-11-30,PY003,LC0001,14,11528.47,11380.12,11201.83,10579.83
2022-11-30,PY003,LC0002,1,536.74,579.13,579.13,552.58
2022-11-30,PY003,LC0003,5,2312.59,2211.24,2211.24,2102.0
2022-11-30,PY003,LC0004,2,1207.04,1090.06,1090.06,993.8199999999999
2022-11-30,PY003,LC0005,9,8456.66,8196.08,7619.15,7208.98
2022-11-30,PY003,LC0006,9,6239.56,6223.55,6223.55,5995.59
2022-11-30,PY003,LC0007,4,3271.06,2916.92,2916.92,2793.7
2022-11-30,PY003,LC0009,12,8885.35,8773.51,8065.35,7763.11
2022-11-30,PY003,LC0010,1,659.73,730.29,730.29,664.06
2022-11-30,PY003,LC0011,7,3085.34,2913.4,2729.34,2622.3
2022-11-30,PY003,LC0013,4,2309.1099999999997,2447.6400000000003,2295.92,2172.79
2022-11-30,PY003,LC0015,18,10936.89,10497.35,7996.82,7489.93
2022-11-30,PY003,LC0016,6,2794.8500000000004,2774.45,2774.45,2642.7299999999996
2022-11-30,PY003,LC0017,4,1558.0700000000002,1644.5700000000002,1644.5700000000002,1593.54
2022-11-30,PY003,LC0018,11,15839.82,14731.95,13726.210000000001,12941.7
2022-11-30,PY003,LC0019,18,17966.48,17543.98,16986.510000000002,15950.08
2022-11-30,PY003,LC0020,4,2166.55,2008.8899999999999,1240.0800000000002,1157.78
2022-11-30,PY003,LC0021,6,2774.14,2824.3,2541.38,2474.97
2022-11-30,PY003,LC0022,4,8277.77,8736.47,8736.47,8454.94
2022-11-30,PY003,LC0023,2,786.43,790.8299999999999,691.48,632.59
2022-11-30,PY003,LC0024,2,815.6,724.53,387.0999999999999,368.88
2022-11-30,PY003,LC0025,11,8348.29,8463.800000000001,8463.800000000001,8063.23
2022-11-30,PY003,LC0026,9,4732.53,4564.27,3554.48,3295.65
2022-11-30,PY003,LC0027,7,3745.46,3947.85,3947.85,3786.94
2022-11-30,PY003,LC0028,26,18501.23,18369.01,18369.01,17642.78
2022-11-30,PY003,LC0029,1,68.28,64.3,64.3,62.61
2022-11-30,PY003,LC0030,4,1654.9499999999998,1621.31,1621.31,1524.92
2022-11-30,PY003,LC0031,9,6489.9400000000005,6156.3,5357.24,5119.52
2022-11-30,PY003,LC0032,3,1399.6599999999999,1455.0,1455.0,1390.7800000000002
2022-11-30,PY003,LC0033,8,5824.96,5814.01,4722.17,4517.41
2022-11-30,PY003,LC0034,1,899.51,994.05,994.05,920.7
2022-11-30,PY003,LC0035,2,754.22,776.61,776.61,753.87
2022-11-30,PY003,LC0036,2,5603.8099999999995,5235.29,5235.29,5003.589999999999
2022-11-30,PY003,LC0037,3,1342.89,1301.3600000000001,1301.3600000000001,1227.7599999999998
2022-11-30,PY003,LC0038,4,1320.23,1405.46,1405.46,1347.08
2022-11-30,PY003,LC0039,11,15363.0,15033.43,11400.619999999999,10786.11
2022-11-30,PY003,LC0041,2,2118.61,2303.46,1698.0500000000002,1550.41
2022-11-30,PY003,LC0042,8,5950.02,5891.1,5891.1,5657.21
2022-11-30,PY003,LC0043,9,7283.84,6864.17,6864.17,6377.7300000000005
2022-11-30,PY003,LC0045,1,639.52,638.09,638.09,597.94
2022-11-30,PY003,LC0046,12,6621.72,6705.03,5723.53,5404.33
2022-11-30,PY003,LC0047,7,5162.08,5537.01,5537.01,5305.92
2022-11-30,PY003,LC0048,3,2467.41,2367.74,1983.27,1910.9099999999999
2022-11-30,PY003,LC0049,16,8645.59,8370.09,8280.85,7882.66
2022-11-30,PY003,LC0050,1,368.14,350.36,350.36,336.36
2022-11-30,PY003,LC0051,2,2012.08,1859.8200000000002,1859.8200000000002,1701.32
2022-11-30,PY003,LC0052,6,3492.5,3403.14,3049.13,2896.98
2022-11-30,PY004,LC0001,11,7628.87,7790.04,6789.88,6449.849999999999
2022-11-30,PY004,LC0002,1,187.92,213.85,213.85,205.43
2022-11-30,PY004,LC0003,5,7421.51,7408.12,6968.08,6810.13
2022-11-30,PY004,LC0004,4,2122.11,2166.27,2166.27,2106.7200000000003
2022-11-30,PY004,LC0005,10,10424.4,10581.5,10581.5,9850.5
2022-11-30,PY004,LC0006,14,9453.58,9329.1,9329.1,8825.359999999999
2022-11-30,PY004,LC0007,1,504.05,560.36,560.36,551.29
2022-11-30,PY004,LC0008,2,528.87,486.87,486.87,453.36
2022-11-30,PY004,LC0009,14,11268.89,10640.05,10310.18,9751.05
2022-11-30,PY004,LC0010,1,920.94,920.57,659.6400000000001,649.02
2022-11-30,PY004,LC0011,4,1508.19,1493.54,1406.08,1290.54
2022-11-30,PY004,LC0012,1,806.97,782.63,782.63,740.01
2022-11-30,PY004,LC0013,1,200.01,212.12,212.12,191.71
2022-11-30,PY004,LC0014,3,2325.87,2390.98,2148.05,2100.76
2022-11-30,PY004,LC0015,16,10113.2,10387.49,9850.73,9344.5
2022-11-30,PY004,LC0016,4,1670.8600000000001,1680.97,1680.97,1596.63
2022-11-30,PY004,LC0017,3,978.0699999999999,865.1800000000001,865.1800000000001,830.19
2022-11-30,PY004,LC0018,5,1746.9299999999998,1615.2600000000002,1615.2600000000002,1548.45
2022-11-30,PY004,LC0019,15,12975.46,12447.560000000001,12304.7,11703.71
2022-11-30,PY004,LC0020,1,411.28,366.02,366.02,354.63
2022-11-30,PY004,LC0021,5,1574.17,1683.74,1683.74,1605.1299999999999
2022-11-30,PY004,LC0022,2,1874.44,1746.1399999999999,1546.1399999999999,1449.96
2022-11-30,PY004,LC0023,3,2085.4,2172.31,2172.31,2129.47
2022-11-30,PY004,LC0025,6,12099.0,12663.3,12663.3,12207.1
2022-11-30,PY004,LC0026,12,7970.8,7853.9400000000005,7853.9400000000005,7472.43
2022-11-30,PY004,LC0027,6,2097.52,2090.91,2090.91,2009.33
2022-11-30,PY004,LC0028,15,16986.96,16329.73,16329.73,15708.33
2022-11-30,PY004,LC0029,5,1186.1100000000001,1229.48,1229.48,1170.35
2022-11-30,PY004,LC0030,6,2439.8199999999997,2382.98,2382.98,2252.45
2022-11-30,PY004,LC0031,10,7595.55,8160.04,7660.57,7215.18
2022-11-30,PY004,LC0032,1,303.07,319.31,319.31,296.97
2022-11-30,PY004,LC0033,7,2692.19,2644.08,2400.37,2268.21
2022-11-30,PY004,LC0034,3,1552.28,1535.53,1535.53,1462.19
2022-11-30,PY004,LC0035,8,7602.95,7531.04,7332.73,6987.44
2022-11-30,PY004,LC0036,9,4798.26,4907.04,4907.04,4638.64
2022-11-30,PY004,LC0037,4,1782.7400000000002,1689.57,1689.57,1591.25
2022-11-30,PY004,LC0038,3,1379.62,1331.0,1331.0,1244.52
2022-11-30,PY004,LC0039,2,1727.51,1854.68,1854.68,1753.3000000000002
2022-11-30,PY004,LC0040,2,1628.09,1588.5900000000001,1588.5900000000001,1543.1100000000001
2022-11-30,PY004,LC0041,7,3653.2,3429.05,3429.05,3209.79
2022-11-30,PY004,LC0042,9,4743.45,4656.71,4656.71,4410.45
2022-11-30,PY004,LC0043,10,8481.07,8325.76,7264.83,6883.75
2022-11-30,PY004,LC0046,15,8833.91,8738.73,8738.73,8081.0
2022-11-30,PY004,LC0047,13,7338.83,7838.28,7838.28,7321.51
2022-11-30,PY004,LC0048,2,1557.27,1751.45,1751.45,1699.9900000000002
2022-11-30,PY004,LC0049,19,18090.55,17637.6,16113.42,15381.169999999998
2022-11-30,PY004,LC0051,2,2082.03,2298.99,2298.99,2277.16
2022-11-30,PY004,LC0052,10,9636.0,9497.61,9497.61,8917.91
2022-11-30,PY005,LC0001,16,14565.45,13879.87,13100.76,12494.67
2022-11-30,PY005,LC0003,7,2856.1099999999997,2871.34,2764.3599999999997,2549.44
2022-11-30,PY005,LC0004,5,1982.0400000000002,1842.1100000000001,1660.98,1565.34
2022-11-30,PY005,LC0005,7,6129.52,6267.370000000001,6267.370000000001,5863.15
2022-11-30,PY005,LC0006,10,7612.450000000001,7240.9800000000005,7240.9800000000005,6821.39
2022-11-30,PY005,LC0007,7,2941.14,3007.9100000000003,3007.9100000000003,2813.93
2022-11-30,PY005,LC0008,6,10742.68,9793.34,9793.34,9523.699999999999
2022-11-30,PY005,LC0009,8,5262.88,5187.61,4810.8099999999995,4549.56
2022-11-30,PY005,LC0010,2,273.41999999999996,299.24,299.24,286.48
2022-11-30,PY005,LC0011,5,3057.76,2910.3199999999997,2910.3199999999997,2787.84
2022-11-30,PY005,LC0013,4,2655.87,2725.67,2725.67,2547.0299999999997
2022-11-30,PY005,LC0015,16,7839.4800000000005,7837.08,7224.24,6797.61
2022-11-30,PY005,LC0016,4,5778.29,5451.34,5054.95,4770.780000000001
2022-11-30,PY005,LC0017,3,6367.3,5755.67,5755.67,5560.9400000000005
2022-11-30,PY005,LC0018,9,8532.85,8589.89,8589.89,8100.51
2022-11-30,PY005,LC0019,11,7957.84,7798.28,7798.28,7494.7300000000005
2022-11-30,PY005,LC0020,3,2897.4800000000005,2886.33,2886.33,2768.97
2022-11-30,PY005,LC0021,3,1584.55,1485.19,1485.19,1404.98
2022-11-30,PY005,LC0022,2,986.13,1028.77,1028.77,958.7900000000001
2022-11-30,PY005,LC0023,2,2611.6,2636.37,2418.58,2333.04
2022-11-30,PY005,LC0024,1,719.76,782.06,782.06,740.31
2022-11-30,PY005,LC0025,6,5819.2699999999995,5462.29,5462.29,5175.43
2022-11-30,PY005,LC0026,9,16224.57,15957.949999999999,15957.949999999999,14907.45
2022-11-30,PY005,LC0027,7,8648.34,8663.35,8663.35,7971.91
2022-11-30,PY005,LC0028,16,12304.51,12529.89,11973.82,11219.36
2022-11-30,PY005,LC0029,2,1723.1999999999998,1662.63,1662.63,1592.6399999999999
2022-11-30,PY005,LC0030,1,230.92,205.55,205.55,191.8
2022-11-30,PY005,LC0031,9,7538.11,7222.7300000000005,5042.51,4730.18
2022-11-30,PY005,LC0032,1,433.44,447.0,447.0,412.05
2022-11-30,PY005,LC0033,6,3692.2400000000002,3643.22,3169.92,2910.68
2022-11-30,PY005,LC0034,1,2382.92,2341.0,2341.0,2150.24
2022-11-30,PY005,LC0035,8,4545.97,4616.87,4331.6,4102.36
2022-11-30,PY005,LC0036,8,3315.63,3371.23,3266.56,3173.44
2022-11-30,PY005,LC0037,3,1962.34,2053.92,2053.92,2006.01
2022-11-30,PY005,LC0038,2,984.0600000000001,905.11,817.5699999999999,775.2800000000001
2022-11-30,PY005,LC0039,2,1576.48,1405.27,1405.27,1336.4
2022-11-30,PY005,LC0041,7,4526.03,4820.12,4820.12,4567.95
2022-11-30,PY005,LC0042,14,13051.75,13207.21,13207.21,12427.06
2022-11-30,PY005,LC0043,9,4029.42,4236.43,4236.43,3996.63
2022-11-30,PY005,LC0045,1,333.96,317.48,317.48,311.06
2022-11-30,PY005,LC0046,8,4984.73,4760.11,4760.11,4516.99
2022-11-30,PY005,LC0047,6,4749.03,4904.08,4904.08,4717.55
2022-11-30,PY005,LC0048,2,3059.01,3292.01,3292.01,3238.06
2022-11-30,PY005,LC0049,13,8593.56,8240.26,7684.34,7281.2
2022-11-30,PY005,LC0051,2,494.93,450.53,450.53,420.24
2022-11-30,PY005,LC0052,12,11444.71,11127.029999999999,9788.79,9228.03
2022-11-30,PY006,LC0001,12,7476.599999999999,7508.06,7508.06,7191.2
2022-11-30,PY006,LC0002,1,686.37,720.01,720.01,667.67
2022-11-30,PY006,LC0003,9,4592.03,4459.38,4228.91,3970.26
2022-11-30,PY006,LC0004,1,1116.14,1056.45,1056.45,1004.79
2022-11-30,PY006,LC0005,10,5944.25,5733.349999999999,5670.01,5337.88
2022-11-30,PY006,LC0006,13,11081.06,10445.68,10445.68,10019.04
2022-11-30,PY006,LC0007,2,1359.2199999999998,1359.9299999999998,1359.9299999999998,1261.0300000000002
2022-11-30,PY006,LC0008,2,2761.3,2610.63,2610.63,2384.75
2022-11-30,PY006,LC0009,7,4511.03,4516.900000000001,4516.900000000001,4250.26
2022-11-30,PY006,LC0011,6,7601.15,7566.12,7566.12,7073.13
2022-11-30,PY006,LC0012,1,338.34,340.21,340.21,313.68
2022-11-30,PY006,LC0013,6,2709.7,2750.5200000000004,2750.5200000000004,2603.32
2022-11-30,PY006,LC0015,8,2514.33,2498.69,2236.34,2112.52
2022-11-30,PY006,LC0017,4,1398.78,1497.38,1497.38,1375.31
2022-11-30,PY006,LC0018,7,6127.97,6189.47,6189.47,5725.96
2022-11-30,PY006,LC0019,10,13179.23,12627.880000000001,11598.18,11189.369999999999
2022-11-30,PY006,LC0020,4,3699.21,3436.2799999999997,3436.2799999999997,3348.56
2022-11-30,PY006,LC0021,1,255.06,226.94,226.94,222.18
2022-11-30,PY006,LC0022,5,3310.53,3245.25,3133.56,2992.4
2022-11-30,PY006,LC0023,1,818.1,729.83,729.83,708.43
2022-11-30,PY006,LC0025,7,6582.969999999999,6906.780000000001,6906.780000000001,6564.530000000001
2022-11-30,PY006,LC0026,8,5092.43,5205.98,5205.98,4900.68
2022-11-30,PY006,LC0027,7,3850.2999999999997,3652.2200000000003,3228.41,3104.88
2022-11-30,PY006,LC0028,19,20742.3,20971.59,20971.59,19566.15
2022-11-30,PY006,LC0029,1,267.45,234.67,234.67,214.45
2022-11-30,PY006,LC0030,1,472.46,499.96,347.32,340.32
2022-11-30,PY006,LC0031,10,7706.7699999999995,7958.05,7958.05,7672.29
2022-11-30,PY006,LC0032,3,2929.74,3128.55,2587.24,2398.66
2022-11-30,PY006,LC0033,3,1706.65,1872.98,1872.98,1759.44
2022-11-30,PY006,LC0034,2,1295.0,1178.04,1178.04,1121.19
2022-11-30,PY006,LC0035,6,3988.0,3898.48,3481.1299999999997,3267.6
2022-11-30,PY006,LC0036,5,4472.31,4403.22,4403.22,4151.65
2022-11-30,PY006,LC0037,3,1986.41,1921.6999999999998,1921.6999999999998,1857.8
2022-11-30,PY006,LC0038,2,1767.75,1806.08,1806.08,1751.56
2022-11-30,PY006,LC0039,6,6607.1,6336.65,6336.65,5894.01
2022-11-30,PY006,LC0041,3,3073.7999999999997,3020.23,1755.79,1715.46
2022-11-30,PY006,LC0042,14,7566.37,7313.1900000000005,7284.36,6830.17
2022-11-30,PY006,LC0043,10,5458.49,5517.28,5517.28,5292.96
2022-11-30,PY006,LC0046,9,5935.09,5531.1,5531.1,5188.85
2022-11-30,PY006,LC0047,6,2790.76,2657.42,2657.42,2566.83
2022-11-30,PY006,LC0048,4,7531.75,8225.029999999999,8225.029999999999,8016.72
2022-11-30,PY006,LC0049,15,8796.9,8938.96,8753.48,8164.65
2022-11-30,PY006,LC0051,2,490.59000000000003,517.88,283.25,265.19
2022-11-30,PY006,LC0052,7,6658.05,6851.549999999999,5582.7,5283.7
2022-11-30,PY006,LC0053,1,1102.0,1252.36,1252.36,1198.98
2022-11-30,PY007,LC0001,16,15273.279999999999,14879.17,14301.68,13646.38
2022-11-30,PY007,LC0003,7,3108.6,2996.77,2555.49,2405.21
2022-11-30,PY007,LC0004,3,2001.53,2143.93,1825.28,1738.1599999999999
2022-11-30,PY007,LC0005,13,11078.91,11070.86,9714.19,9210.77
2022-11-30,PY007,LC0006,6,3301.77,3244.35,3134.56,2968.83
2022-11-30,PY007,LC0007,2,1031.24,958.98,958.98,914.4
2022-11-30,PY007,LC0008,2,3926.3999999999996,4429.79,4429.79,4084.6099999999997
2022-11-30,PY007,LC0009,7,6321.82,6256.24,6256.24,5841.26
2022-11-30,PY007,LC0010,3,605.74,528.3800000000001,528.3800000000001,515.31
2022-11-30,PY007,LC0011,8,5047.15,5441.290000000001,5441.290000000001,5085.12
2022-11-30,PY007,LC0013,3,3340.25,3139.55,3139.55,2929.5
2022-11-30,PY007,LC0015,17,12845.79,12698.27,12625.96,11861.76
2022-11-30,PY007,LC0016,1,94.16,94.45,94.45,92.63
2022-11-30,PY007,LC0017,8,8814.45,8507.25,8252.39,7904.1
2022-11-30,PY007,LC0018,8,13103.03,12998.87,12998.87,12274.61
2022-11-30,PY007,LC0019,15,18290.2,17892.690000000002,17892.690000000002,17323.51
2022-11-30,PY007,LC0020,2,2046.07,2024.15,2024.15,1900.6200000000001
2022-11-30,PY007,LC0021,3,1698.96,1513.94,820.3800000000001,777.7900000000001
2022-11-30,PY007,LC0022,1,392.63,369.76,369.76,337.43
2022-11-30,PY007,LC0023,2,522.52,543.05,543.05,496.54
2022-11-30,PY007,LC0025,8,7258.25,7583.08,7154.34,6837.379999999999
2022-11-30,PY007,LC0026,9,12150.63,11824.56,11621.94,11378.49
2022-11-30,PY007,LC0027,8,5422.93,5631.09,5631.09,5281.3
2022-11-30,PY007,LC0028,17,17417.87,17861.48,17861.48,16985.39
2022-11-30,PY007,LC0029,4,3434.45,3794.01,3794.01,3620.04
2022-11-30,PY007,LC0030,3,1501.17,1544.23,895.73,839.5
2022-11-30,PY007,LC0031,12,9479.11,9258.23,9258.23,8749.33
2022-11-30,PY007,LC0032,3,3455.73,3213.29,3156.8,2900.95
2022-11-30,PY007,LC0033,3,614.79,625.06,625.06,604.42
2022-11-30,PY007,LC0035,5,3524.23,3699.36,3124.57,2951.51
2022-11-30,PY007,LC0036,6,3320.8199999999997,3328.69,2838.48,2638.55
2022-11-30,PY007,LC0037,2,520.75,568.52,568.52,560.58
2022-11-30,PY007,LC0038,2,464.24,445.3,445.3,436.22999999999996
2022-11-30,PY007,LC0039,3,5188.45,5552.29,5552.29,5481.849999999999
2022-11-30,PY007,LC0040,2,1140.17,1059.28,1059.28,986.66
2022-11-30,PY007,LC0041,9,4981.96,5127.67,5127.67,4802.58
2022-11-30,PY007,LC0042,10,4782.139999999999,4720.28,4212.28,4045.0299999999997
2022-11-30,PY007,LC0043,13,8203.68,8293.460000000001,8293.460000000001,7812.46
2022-11-30,PY007,LC0046,9,8400.89,8353.720000000001,8353.720000000001,8055.43
2022-11-30,PY007,LC0047,16,12050.710000000001,12418.14,12263.349999999999,11666.55
2022-11-30,PY007,LC0048,5,4589.4,4362.49,4362.49,4219.38
2022-11-30,PY007,LC0049,6,4607.63,4778.09,4488.290000000001,4368.200000000001
2022-11-30,PY007,LC0052,11,9188.52,8898.0,7884.04,7535.139999999999
2022-11-30,PY008,LC0001,16,13051.28,13517.050000000001,13517.050000000001,12882.66
2022-11-30,PY008,LC0002,2,2352.2,2424.14,2424.14,2331.21
2022-11-30,PY008,LC0003,2,1325.75,1224.08,1224.08,1210.63
2022-11-30,PY008,LC0004,3,3027.29,3376.0499999999997,3376.0499999999997,3243.9
2022-11-30,PY008,LC0005,9,8053.59,7975.22,7530.04,7137.43
2022-11-30,PY008,LC0006,3,1581.34,1538.58,1538.58,1420.38
2022-11-30,PY008,LC0007,3,1399.5700000000002,1333.75,1333.75,1254.2
2022-11-30,PY008,LC0008,2,5231.040000000001,4702.66,4702.66,4343.53
2022-11-30,PY008,LC0009,11,9084.86,9099.039999999999,8635.66,8282.66
2022-11-30,PY008,LC0010,1,614.14,555.97,555.97,504.54
2022-11-30,PY008,LC0011,3,1901.46,2046.3400000000001,2046.3400000000001,1955.23
2022-11-30,PY008,LC0012,1,733.28,740.87,740.87,707.52
2022-11-30,PY008,LC0013,4,3706.0,3772.84,3426.75,3151.19
2022-11-30,PY008,LC0014,1,808.22,770.69,770.69,700.3
2022-11-30,PY008,LC0015,14,9668.61,9563.14,8901.36,8320.24
